id,image,date,video,autoplay
10,"","/public/assets/media/video_image.jpg","International - 08.06.23","/public/assets/media/vidéo.mp4",true
11,"","/public/assets/media/niger_image.jpg","International - 08.06.23","/public/assets/media/niger.mp4",true
